"id","text","n_tokens","document_ids","entity_ids","relationship_ids"
"0eb3593149c31596ddef2c535e782a58","""even
3
after assignment of Newly Developed IP is made to Company. This license is, for purposes of Section 365(n) of
the Bankruptcy Code, a license of rights to “intellectual property” as defined in the Bankruptcy Code.
6. Warranties; Indemnity.
6.1 Contractor represents, warrants and covenants to Company that: (a) the Services and Deliverables provided
hereunder shall be provided in a professional and workmanlike manner; (b) this Agreement has been duly and
validly executed and delivered by Contractor and constitutes the valid and binding agreement of Contractor,
enforceable against Contractor in accordance with its terms; (c) the Deliverables will (i) be the original work of
Contractor (other than the Approved Third Party IP) and (ii) be free and clear of any encumbrances of any kind
(other than restrictions on Approved Third Party IP approved in writing by Company at the time of approval of the
applicable third party Intellectual Property), (iii) not infringe or misappropriate any third party Intellectual Property,
(iv) not contain any viruses, and (v) function materially in accordance with any mutually agreed upon
specifications and any change orders; and (d) 57all Contractor's employees, sub-contractors, and other personnel
are bound by Contractor's internal written agreements that enable and obligate the Contractor to comply with the
terms of this Agreement""",300,['9638bfa363628b4c1ca51263218a84b4'],"['19a7f254a5d64566ab5cc15472df02de' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 '254770028d7a4fa9877da4ba0ad5ad21']","['b462b94ce47a4b8c8fffa33f7242acec' '147c038aef3e4422acbbc5f7938c4ab8'
 '4f3c97517f794ebfb49c4c6315f9cf23']"
"c642e51ecac0ee0338a50b22719b5345","""time of approval of the
applicable third party Intellectual Property), (iii) not infringe or misappropriate any third party Intellectual Property,
(iv) not contain any viruses, and (v) function materially in accordance with any mutually agreed upon
specifications and any change orders; and (d) 57all Contractor's employees, sub-contractors, and other personnel
are bound by Contractor's internal written agreements that enable and obligate the Contractor to comply with the
terms of this Agreement with the Company, including Sections 5 and 7. These internal agreements are in place to
ensure that Contractor's obligations to the Company under this Agreement are upheld by all associated
personnel, including employees and Sub-contractors.
6.2 Contractor shall, at its own expense, indemnify, defend and hold harmless Company and its affiliates and their
respective officers, directors, employees and agents from and against any and all damages, costs, liabilities and
other losses (including reasonable attorneys’ fees) resulting from any third party claim arising from, or any
allegation by any third party of an event or circumstance that would constitute, any breach by Contractor of any
representation, warranty or covenant set forth in this Agreement, or any negligence, recklessness or willful
misconduct of Contractor. Similarly, Company shall, at its own expense, indemnify, defend, and hold harmless
Contractor and its affiliates and their respective officers, directors, employees, and agents from""",300,['9638bfa363628b4c1ca51263218a84b4'],"['19a7f254a5d64566ab5cc15472df02de' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' '4a67211867e5464ba45126315a122a8a'
 '04dbbb2283b845baaeac0eaf0c34c9da' '1943f245ee4243bdbfbd2fd619ae824a']","['b462b94ce47a4b8c8fffa33f7242acec' 'd64ed762ea924caa95c8d06f072a9a96'
 'b7702b90c7f24190b864e8c6e64612a5' 'de6fa24480894518ab3cbcb66f739266'
 '1745a2485a9443bab76587ad650e9be0']"
"3c8b240edf207b97a5df6c92e4afd43a","""attorneys’ fees) resulting from any third party claim arising from, or any
allegation by any third party of an event or circumstance that would constitute, any breach by Contractor of any
representation, warranty or covenant set forth in this Agreement, or any negligence, recklessness or willful
misconduct of Contractor. Similarly, Company shall, at its own expense, indemnify, defend, and hold harmless
Contractor and its affiliates and their respective officers, directors, employees, and agents from and against any
and all damages, costs, liabilities, and other losses (including reasonable attorneys’ fees) resulting from any
breach of Company's representations and warranties herein. Specifically, Company warrants that: (a) this
Agreement has been duly and validly executed and constitutes a binding and enforceable agreement with
Company; and (b) any materials provided by Company to the Contractor pursuant to this Agreement will be
owned or validly licensed by Company, Company shall have the right to provide and disclose such materials to
the Contractor for the purposes of this Agreement, and such provision and disclosure shall not violate or infringe
the intellectual property of any person or entity.
6.3 Disclaimers.
Within this Agreement, the Contractor's responsibilities are confined to Front End services exclusively. The
Contractor will not be granted access to the Back End code or the AI/ML code. Instead, the Contractor will utilize
Company-provided API endpoints specifically designated for integration purposes.""",300,['9638bfa363628b4c1ca51263218a84b4'],"['19a7f254a5d64566ab5cc15472df02de' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 '273daeec8cad41e6b3e450447db58ee7' 'e69dc259edb944ea9ea41264b9fcfe59'
 'e2f5735c7d714423a2c4f61ca2644626' 'deece7e64b2a4628850d4bb6e394a9c3']","['b462b94ce47a4b8c8fffa33f7242acec' '6fae5ee1a831468aa585a1ea09095998'
 'ef32c4b208d041cc856f6837915dc1b0' '32e6ccab20d94029811127dbbe424c64'
 '94a964c6992945ebb3833dfdfdc8d655' 'c9b8ce91fc2945b4907fe35519339cac']"
"c80544c339c19ece8e5afc2200e98300","""to provide and disclose such materials to
the Contractor for the purposes of this Agreement, and such provision and disclosure shall not violate or infringe
the intellectual property of any person or entity.
6.3 Disclaimers.
Within this Agreement, the Contractor's responsibilities are confined to Front End services exclusively. The
Contractor will not be granted access to the Back End code or the AI/ML code. Instead, the Contractor will utilize
Company-provided API endpoints specifically designated for integration purposes. Contractor will immediately
notify Company in the event of any exposure to the backend implementation.
(a) Except for gross negligence, willful misconduct or breach of Section 7, neither party will be liable for any
special, indirect or consequential damages, including, but not limited to, loss of profit, loss of revenues or
damages to business or reputation of the other party or of any third party.
(b) Other than as specifically stated herein or a Statement of work, Contractor disclaims all warranties related
to the Services, express, implied, or statutory, including but not limited to, warranties of merchantability,
fitness for a particular purpose, and non-infringement. Where not permissible to fully disclaim warranties
under applicable law, such warranties are limited to the minimum scope and duration required by law.
(c) Except for gross negligence, willful misconduct or intentional breaches or breaches due to gross
negligence of Section 7, the aggregate liability for each Party to the other""",300,['9638bfa363628b4c1ca51263218a84b4'],"['19a7f254a5d64566ab5cc15472df02de' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 'e657b5121ff8456b9a610cfaead8e0cb']","['b462b94ce47a4b8c8fffa33f7242acec' '07b2425216bd4f0aa4e079827cb48ef5'
 '1eb829d0ace042089f0746f78729696c']"
"6134ff8fdc6cf9ea36d456819fb81850","""related
to the Services, express, implied, or statutory, including but not limited to, warranties of merchantability,
fitness for a particular purpose, and non-infringement. Where not permissible to fully disclaim warranties
under applicable law, such warranties are limited to the minimum scope and duration required by law.
(c) Except for gross negligence, willful misconduct or intentional breaches or breaches due to gross
negligence of Section 7, the aggregate liability for each Party to the other for all loss, cost, damage and
expense whether for negligence or breach of this Agreement or any case whatsoever shall in no event
exceed the total fees paid and/or payable for the specific Statement of Work which caused the violation.
This includes immunity from liability for breaches resulting from sophisticated cyber-attacks or external
factors beyond reasonable control, provided that reasonable and industry-standard security measures are
maintained. Furthermore, in the event of a breach of confidentiality not arising from the aforementioned
exceptions, liability shall be limited to twice the total fees paid by the Company to the Contractor in the
preceding 12 months.
4
(d) In no event will the Contractor be liable for any losses arising from or in connection with this Agreement, if
such losses arise due to Company’s default, delay, or failure in performing any of its obligations under or
relating to this Agreement.
7. Confidential Information. Both Contractor and Company acknowledge that they may acquire information from
or about each other""",300,['9638bfa363628b4c1ca51263218a84b4'],"['19a7f254a5d64566ab5cc15472df02de' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 'e657b5121ff8456b9a610cfaead8e0cb']","['b462b94ce47a4b8c8fffa33f7242acec' '07b2425216bd4f0aa4e079827cb48ef5'
 '1eb829d0ace042089f0746f78729696c']"
"e95a03d09a97893949ed1a0052424641","""liability shall be limited to twice the total fees paid by the Company to the Contractor in the
preceding 12 months.
4
(d) In no event will the Contractor be liable for any losses arising from or in connection with this Agreement, if
such losses arise due to Company’s default, delay, or failure in performing any of its obligations under or
relating to this Agreement.
7. Confidential Information. Both Contractor and Company acknowledge that they may acquire information from
or about each other or their respective businesses, business partners, products or services (“Confidential
Information”). Notwithstanding anything herein, the Deliverables are solely the Confidential Information of
Company. Each receiving party shall hold in confidence and not disclose or, except in performing or receiving the
Services, use any Confidential Information of the disclosing party, provide that nothing herein limits Company’s
rights under the license granted in Section 5.3. Each receiving party will prevent unauthorized access to or
disclosure of such Confidential Information using at least the same degree of care as it uses to protect its own
most sensitive proprietary information (which will not be less than a reasonable degree of care). However, neither
party shall be obligated under this Section 7 with respect to information it can document is or becomes readily
publicly available without restriction through no fault of its own. Upon termination or as otherwise requested by
the other party, each party will promptly provide to the other all items and copies containing or embodying
Conf""",300,['9638bfa363628b4c1ca51263218a84b4'],['19a7f254a5d64566ab5cc15472df02de' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'],['b462b94ce47a4b8c8fffa33f7242acec']
"ec920851838d4a61251a9f4a23de71a6","""using at least the same degree of care as it uses to protect its own
most sensitive proprietary information (which will not be less than a reasonable degree of care). However, neither
party shall be obligated under this Section 7 with respect to information it can document is or becomes readily
publicly available without restriction through no fault of its own. Upon termination or as otherwise requested by
the other party, each party will promptly provide to the other all items and copies containing or embodying
Confidential Information, provided that Company will not be required to return anything licensed in Section 5.3.
8. Term and Termination.
8.1 Term and Termination. This Agreement will be in effect from the Effective Date until terminated in accordance
with the provisions of this Section 8. Company may terminate a Statement of Work or this Agreement upon at
least forty-five(45) days prior written notice without obligation. Upon such termination, all payments shall be
cleared by Company for any actual Services already rendered by the Contractor and for any Services that are
completed during the notice period. In the event either party fails to cure a breach of this Agreement within thirty
(30) days after receiving written notice thereof, then the non-breaching party may terminate this Agreement upon
written notice. If there are no outstanding Statements of Work under which services are still being provided by
Contractor to Company, upon thirty (30) days written notice to the other, either party may terminate""",300,['9638bfa363628b4c1ca51263218a84b4'],"['19a7f254a5d64566ab5cc15472df02de' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 'f7e11b0e297a44a896dc67928368f600' 'bf4e255cdac94ccc83a56435a5e4b075']","['b462b94ce47a4b8c8fffa33f7242acec' '17ed1d92075643579a712cc6c29e8ddb'
 '2670deebfa3f4d69bb82c28ab250a209' '3b6cd96a27304614850709aba1c9598b'
 '015e7b58d1a14b44beab3bbc9f912c18']"
"4c9b33d2d1fe99bd63cd8f99c679281d","""any actual Services already rendered by the Contractor and for any Services that are
completed during the notice period. In the event either party fails to cure a breach of this Agreement within thirty
(30) days after receiving written notice thereof, then the non-breaching party may terminate this Agreement upon
written notice. If there are no outstanding Statements of Work under which services are still being provided by
Contractor to Company, upon thirty (30) days written notice to the other, either party may terminate this
Agreement as of the date specified in such notice of termination. Upon termination, Contractor will immediately
deliver to Company all Deliverables (including work-in-process), and upon Company’s confirmation of receipt
thereof, destroy all copies of such Deliverables in its possession or control. Notwithstanding any termination of
any Statement of Work or this Agreement, the provisions of Sections 5 through 9, inclusive, shall survive.
9. Miscellaneous.
9.1 Relationship of Parties. It is understood and agreed that Contractor is an independent contractor and that
Contractor will perform the Services under Company’s general direction as to the result of such activity but that
Contractor will determine, in Contractor’s discretion, the manner and means by which the Services are
accomplished, subject to the express condition that Contractor will at all times comply with applicable law. It is
also expressly understood that neither Contractor nor Contractor’s personnel or sub-contractors shall be
considered Company’s agents or""",300,['9638bfa363628b4c1ca51263218a84b4'],"['19a7f254a5d64566ab5cc15472df02de' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 'f7e11b0e297a44a896dc67928368f600' '273daeec8cad41e6b3e450447db58ee7']","['b462b94ce47a4b8c8fffa33f7242acec' '6fae5ee1a831468aa585a1ea09095998'
 '32e6ccab20d94029811127dbbe424c64' '1033a18c45aa4584b2aef6ab96890351']"
"520f82c4733c1da4b602815fc08dc110","""understood and agreed that Contractor is an independent contractor and that
Contractor will perform the Services under Company’s general direction as to the result of such activity but that
Contractor will determine, in Contractor’s discretion, the manner and means by which the Services are
accomplished, subject to the express condition that Contractor will at all times comply with applicable law. It is
also expressly understood that neither Contractor nor Contractor’s personnel or sub-contractors shall be
considered Company’s agents or employees, and have no authority whatsoever to bind Company by contract or
otherwise.
9.2 Assignment. The rights and liabilities of the parties hereto shall bind and inure to the benefit of their respective
successors, heirs, executors and administrators, as the case may be; provided that, as Company has specifically
contracted for Contractor’s services, Contractor may not assign or delegate Contractor’s obligations under this
Agreement either in whole or in part without Company’s prior written consent. Company may assign this
Agreement to a corporate affiliate or successor to substantially all of its assets or business related to this
Agreement without Contractor’s consent Any other assignments of this Agreement by Company require the
consent of Contractor and if Company requests such consent, the parties will discuss in good faith the terms of
the continuation of this Agreement or to terminate it, subject to a mutually agreed notice period.
9.3 Governing Law; Severability. This Agreement shall be governed by and construed""",300,['9638bfa363628b4c1ca51263218a84b4'],['19a7f254a5d64566ab5cc15472df02de' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'],['b462b94ce47a4b8c8fffa33f7242acec']
"09038f7353e18c002372101e4a4141be","""Company may assign this
Agreement to a corporate affiliate or successor to substantially all of its assets or business related to this
Agreement without Contractor’s consent Any other assignments of this Agreement by Company require the
consent of Contractor and if Company requests such consent, the parties will discuss in good faith the terms of
the continuation of this Agreement or to terminate it, subject to a mutually agreed notice period.
9.3 Governing Law; Severability. This Agreement shall be governed by and construed in accordance with the laws of
the State of California, excluding that body of law applicable to choice of law. If any provision of this Agreement is
for any reason found by a court of competent jurisdiction to be unenforceable, the remainder of this Agreement
shall continue in full force and effect.
9.4 Complete Understanding; Modification. This Agreement (including all applicable Statements of Work) constitutes
the entire agreement between the parties. It supersedes and replaces all prior or contemporaneous
understandings or agreements, written or oral, regarding such subject matter, and prevails over any conflicting
5
terms or conditions contained on printed forms submitted with purchase orders, sales acknowledgments or
quotations. In the event of any conflict between the terms of this Agreement and the terms of any Statement of
Work, the terms of this Agreement shall prevail unless the Statement of Work specifically identifies the term(s) of
this Agreement that it is superseding. This Agreement may not be""",300,['9638bfa363628b4c1ca51263218a84b4'],"['19a7f254a5d64566ab5cc15472df02de' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 '3b040bcc19f14e04880ae52881a89c1c']","['b462b94ce47a4b8c8fffa33f7242acec' '404309e89a5241d6bff42c05a45df206'
 '26f88ab3e2e04c33a459ad6270ade565']"
"bfe652d20977453f943d863e7fac1edc","""understandings or agreements, written or oral, regarding such subject matter, and prevails over any conflicting
5
terms or conditions contained on printed forms submitted with purchase orders, sales acknowledgments or
quotations. In the event of any conflict between the terms of this Agreement and the terms of any Statement of
Work, the terms of this Agreement shall prevail unless the Statement of Work specifically identifies the term(s) of
this Agreement that it is superseding. This Agreement may not be modified or waived, in whole or part, except in
writing and signed by an officer or duly authorized representative of both parties.
9.5 Notices. Any notices required or permitted hereunder shall be given to the appropriate party at the address
specified on the first page hereof or at such other address as the party shall specify in writing. Such notice shall
be deemed given upon personal delivery to the appropriate address or sent by certified or registered mail, three
days after the date of mailing provided that notice of change of address shall be deemed effective only upon
receipt. Notices to Company must be sent to the attention of Legal.
9.6 Legal and Equitable Remedies. Both Contractor and Company acknowledge that the Services are personal and
unique and that each party will have access to the other’s Confidential Information. Each party will have the right
to enforce this Agreement and any of its provisions by injunction, specific performance or other equitable relief
without prejudice to any other rights and remedies that the""",300,['9638bfa363628b4c1ca51263218a84b4'],"['19a7f254a5d64566ab5cc15472df02de' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 'f7e11b0e297a44a896dc67928368f600' '273daeec8cad41e6b3e450447db58ee7'
 '3d6b216c14354332b1bf1927ba168986']","['b462b94ce47a4b8c8fffa33f7242acec' 'babe97e1d9784cffa1c85abc1e588126'
 '1033a18c45aa4584b2aef6ab96890351']"
"39e32d155411e5a89ff5707ee1b03c9c","""that notice of change of address shall be deemed effective only upon
receipt. Notices to Company must be sent to the attention of Legal.
9.6 Legal and Equitable Remedies. Both Contractor and Company acknowledge that the Services are personal and
unique and that each party will have access to the other’s Confidential Information. Each party will have the right
to enforce this Agreement and any of its provisions by injunction, specific performance or other equitable relief
without prejudice to any other rights and remedies that the party may have for a breach of this Agreement without
the necessity of posting a bond.
9.7 Headings. The titles and headings of the various sections and paragraphs in this Agreement are intended solely
for convenience of reference and are not intended to explain, modify or place any construction or limitation upon
any of the provisions of this Agreement.
9.8 Defend Trade Secrets Act of 2016. Contractor acknowledges receipt of the following notice under 18 U.S.C §
1833(b)(1), and will provide such notice to its employees, contractors and others involved in the Services, if any:
“An individual shall not be held criminally or civilly liable under any Federal or State trade secret law for the
disclosure of a trade secret that (A) is made (i) in confidence to a Federal, State, or local government official,
either directly or indirectly, or to an attorney; and (ii) solely for the purpose of reporting or investigating a
sus""",300,['9638bfa363628b4c1ca51263218a84b4'],"['19a7f254a5d64566ab5cc15472df02de' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 '3d6b216c14354332b1bf1927ba168986' '1c109cfdc370463eb6d537e5b7b382fb']","['b462b94ce47a4b8c8fffa33f7242acec' 'b785a9025069417f94950ad231bb1441'
 'babe97e1d9784cffa1c85abc1e588126']"
"54075507af865d4dc5931205fab5765f",""")(1), and will provide such notice to its employees, contractors and others involved in the Services, if any:
“An individual shall not be held criminally or civilly liable under any Federal or State trade secret law for the
disclosure of a trade secret that (A) is made (i) in confidence to a Federal, State, or local government official,
either directly or indirectly, or to an attorney; and (ii) solely for the purpose of reporting or investigating a
suspected violation of law; or (B) is made in a complaint or other document filed in a lawsuit or other proceeding,
if such filing is made under seal.”.
[Remainder of page intentionally left blank]
ACTIVE/85167570.2
LIBC/3975831.1
IN WITNESS WHEREOF, the parties hereto have signed this Agreement as of the Effective Date.
Tech Innovations Pvt. Ltd.
_______________________________
Name:
Title: CEO
Tech Park Avenue, Inc.
_______________________________
Name:
Title:""",213,['9638bfa363628b4c1ca51263218a84b4'],['4119fd06010c494caa07f439b333f4c5' '3d0dcbc8971b415ea18065edc4d8c8ef'],['e2bf260115514fb3b252fd879fb3e7be']
"9d973bac3fd7131fba04793ac332348e","""Park Avenue, Inc.
_______________________________
Name:
Title:""",13,['9638bfa363628b4c1ca51263218a84b4'],['68105770b523412388424d984e711917'],""
